output\result\result-TUW-137078-xstream.xml;Usability Study of the ECIC Learning System;Usability Study of the ECIC Learning System;1,00;1,00;1,00
output\result\result-TUW-138011-xstream.xml;Informal and formal medical guidelines: Bridging the gap;Informal and formal medical guidelines: Bridging the gap;1,00;1,00;1,00
output\result\result-TUW-138447-xstream.xml;A Novel Color Printer Characterization Model;null;none extracted value;,00;0
output\result\result-TUW-138544-xstream.xml;MODELLING OF VISUAL FEATURE DERIVATION IN THE VIZIR FRAMEWORK;MODELLING OF VISUAL FEATURE DERIVATION IN THE VIZIR FRAMEWORK;1,00;1,00;1,00
output\result\result-TUW-138547-xstream.xml;Gigabit Ethernet-based Parallel Video Processing;Gigabit Ethernet-based Parallel Video Processing;1,00;1,00;1,00
output\result\result-TUW-139299-xstream.xml;Interactive Visualization of Time-Oriented Treatment Plans and Patient Data;Interactive Visualization of Time-Oriented Treatment Plans and Patient Data THESIS SUMMARY;1,00;1,00;1,00
output\result\result-TUW-139761-xstream.xml;Option Pricing by means of Genetic Programming;DIPLOMARBEIT Option Pricing by means of Genetic Programming ausgeführt am Institut für Computer Graphik und;,00;,00;,00
output\result\result-TUW-139769-xstream.xml;An Extended Local Branching Framework and its Application to the Multidimensional Knapsack Problem;DIPLOMARBEIT An Extended Local Branching Framework and its Application to the Multidimensional Knapsack Problem ausgeführt am Institut für Computergrafik und Algorithmen;,00;,00;,00
output\result\result-TUW-139781-xstream.xml;Cooperating Memetic and Branch-and-Cut Algorithms for Solving the Multidimensional Knapsack Problem;Cooperating Memetic and Branch-and-Cut Algorithms Solving the Multidimensional Knapsack Problem;1,00;1,00;1,00
output\result\result-TUW-139785-xstream.xml;Eine generische Bibliothek für Metaheuristiken und ihre Anwendung auf das Quadratic Assignment Problem;DIPLOMARBEIT Eine generische Bibliothek für;,00;,00;,00
output\result\result-TUW-140047-xstream.xml;MIREX 2006 Computing Statistical Spectrum Descriptors for Audio Music Similarity and Retrieval;MIREX 2006 Computing Statistical Spectrum Descriptors for Audio Music Similarity and Retrieval;1,00;1,00;1,00
output\result\result-TUW-140048-xstream.xml;An Implementation to transform Business Collaboration Models to executable Process Specifications;FreightForwarderRetailer : BusinessCollaborationProtocol GoodsDelivery : BusinessTransaction PassingBackSignedCMRToTruckerDestinationResponse : InformationEnvelope PassingBackSignedCmrToTruckerDestination : RespondingBusinessActivity GoodsDelivery : BusinessTransactionActivity +transaction Reactor : AuthorizedRole;,00;,00;,00
output\result\result-TUW-140229-xstream.xml;An Approach for Detecting Learning Styles in Learning Management Systems*;An Approach for Detecting Learning Styles in Learning Management Systems*;1,00;1,00;1,00
output\result\result-TUW-140253-xstream.xml;FROM STATIC TO DYNAMIC PROCESS TYPES;FROM STATIC TO DYNAMIC PROCESS TYPES;1,00;1,00;1,00
output\result\result-TUW-140308-xstream.xml;Algorithmic Thinking: The Key for Understanding Computer Science;Algorithmic Thinking: The Key for Computer Science;1,00;1,00;1,00
output\result\result-TUW-140533-xstream.xml;Formal Program Verification: a Comparison of Selected Tools and Their Theoretical Foundations;Advisor;,00;,00;,00
output\result\result-TUW-140867-xstream.xml;Automated Tools for Teaching Formal Software Verification;Automated Tools for Teaching Formal Software Verification;1,00;1,00;1,00
output\result\result-TUW-140895-xstream.xml;An Ant Colony Optimisation Algorithm for the Bounded Diameter Minimum Spanning Tree Problem;MAGISTERARBEIT An Ant Colony Optimisation Algorithm for the Bounded Diameter Minimum Spanning Tree Problem;1,00;1,00;1,00
output\result\result-TUW-140983-xstream.xml;Add-A-Tag: Learning Adaptive User Profiles from Bookmark Collections;Add-A-Tag: Learning Adaptive User Profiles Bookmark Collections;1,00;1,00;1,00
output\result\result-TUW-141024-xstream.xml;Embedding the Evidence Information in Guideline Representation Languages;Embedding the Evidence Information in Guideline Representation Languages;1,00;1,00;1,00
output\result\result-TUW-141065-xstream.xml;Analysing the Relationship between Learning Styles and Cognitive Traits*;Analysing the Relationship between Learning Styles and Cognitive Traits*;1,00;1,00;1,00
output\result\result-TUW-141121-xstream.xml;Integration of Text and Audio Features for Genre Classification in Music Information Retrieval;Integration of Text and Audio for Genre Classification in Music Information Retrieval;1,00;1,00;1,00
output\result\result-TUW-141140-xstream.xml;MDWEnet: A Practical Approach to Achieving Interoperability of Model-Driven Web Engineering Methods;MDWEnet: A Practical Approach to Interoperability of Model-Driven Web Engineering Methods;1,00;1,00;1,00
output\result\result-TUW-141336-xstream.xml;Phase Transition for Random Quantified XOR-Formulas;
Phase Transition for Random Quantified XOR-Formulas
;1,00;1,00;1,00
output\result\result-TUW-141618-xstream.xml;OLAP OF THE FUTURE;OLAP OF THE FUTURE;1,00;1,00;1,00
output\result\result-TUW-141758-xstream.xml;Negation Detection in Medical Documents Using Syntactical Methods;M A S T E R ’ S T H E S I S Negation Detection in Documents Using Syntactical Methods accomplished at the Institute of Software Technology & Interactive Systems;,00;,00;,00
output\result\result-TUW-168222-xstream.xml;Optimization of communication by analyzing the interlocutor's wording;Optimization of communication by analyzing the interlocutor’s wording;1,00;1,00;1,00
output\result\result-TUW-168482-xstream.xml;Dialogue Games for Fuzzy Logics;advised by;,00;,00;,00
output\result\result-TUW-169511-xstream.xml;Waiting Strategies for Regular and Emergency Patient Transportation;Waiting Strategies for Regular and Emergency Patient Transportation;1,00;1,00;1,00
output\result\result-TUW-172697-xstream.xml;Plato: A Preservation Planning Tool Acknowledgements;Categories and Subject Descriptors Storage and H.3.7 Digital Libraries General Terms Design,Experimentation,Measurement,Standardization;,00;,00;,00
output\result\result-TUW-174216-xstream.xml;Systematic Characterisation of Objects in Digital Preservation: The eXtensible Characterisation Languages;Information Storage and Retrieval – Digital Libraries; I.7 Document and Text Processing;,00;,00;,00
output\result\result-TUW-175428-xstream.xml;Ein hybrides Verfahren basierend auf Variabler Nachbarschaftssuche und Dynamischer Programmierung zur Tourenfindung in einem Ersatzteillager mit domänenspezifischen Nebenbedingungen;statische Reihenfolge dynamische Reihenfolge dynamische Reihenfolge;,00;,00;,00
output\result\result-TUW-176087-xstream.xml;Playmancer Project: A Serious Videogame as an Additional Therapy Tool for Eating and Impulse Control Disorders;Playmancer Project: A Serious Videogame as an Additional Therapy Tool for Eating and Impulse Control Disorders;1,00;1,00;1,00
output\result\result-TUW-177140-xstream.xml;Testing Relativised Uniform Equivalence under Answer-Set Projection in the System ccT;Testing Relativised Uniform Equivalence Projection in the System;,00;,00;,00
output\result\result-TUW-179146-xstream.xml;Introducing Aspect-oriented Space Containers for Efficient Publish/Subscribe Scenarios in Intelligent Transportation Systems;Introducing Aspect-oriented Space Containers for Efficient Scenarios in Intelligent Transportation Systems;1,00;1,00;1,00
output\result\result-TUW-180162-xstream.xml;Removing Web Spam Links from Search Engine Results;Removing Web Spam Links from Search Engine Results;1,00;1,00;1,00
output\result\result-TUW-181199-xstream.xml;spock: A Debugging Support Tool for Logic Programs under the Answer-Set Semantics;Arguments Program Translation Internal Program Representation;,00;,00;,00
output\result\result-TUW-182414-xstream.xml;Web Archivierung und Web Archive Mining: Notwendigkeit, Probleme und Lösungsansätze;Web Archivierung und Web Archive Notwendigkeit, Probleme und Lösungsansätze;1,00;1,00;1,00
output\result\result-TUW-182899-xstream.xml;Teachers' and Tutors' Social Reflection around SenseCam Images;Teachers’ and Tutors’ Social Reflection around SenseCam Images;1,00;1,00;1,00
output\result\result-TUW-185321-xstream.xml;Bridging Semantic Heterogeneities in Open Source Software Development Projects with Semantic Web Technologies;Bridging Semantic Heterogeneities in Open Source Development Projects with Semantic Web Technologies;1,00;1,00;1,00
output\result\result-TUW-185441-xstream.xml;Measuring Shape Analysis Precision;Measuring Shape Analysis Precision;1,00;1,00;1,00
output\result\result-TUW-186227-xstream.xml;Information Requisition for Computer-Supported Medical Care;Information Requisition for Computer-Supported Medical Care;1,00;1,00;1,00
output\result\result-TUW-189842-xstream.xml;Designing for Rehabilitation at Home Keywords Rehabilitation technologies, stroke, user centred design ACM Classification Keywords;Designing for Rehabilitation at Home;,00;,00;,00
output\result\result-TUW-191715-xstream.xml;CURRENT TRENDS IN COMPUTER GRAPHICS;CURRENT TRENDS IN COMPUTER GRAPHICS BY;1,00;1,00;1,00
output\result\result-TUW-191977-xstream.xml;A Functionality Perspective on Digital Library Interoperability;A Functionality Perspective on Digital Interoperability;1,00;1,00;1,00
output\result\result-TUW-192724-xstream.xml;A model of employee selection for SME based on innovation transfer;A model of employee selection for SME based on;,00;,00;,00
output\result\result-TUW-194085-xstream.xml;Topology in Distributed Computing;Erklärung;,00;,00;,00
output\result\result-TUW-194561-xstream.xml;Extending Context-Sensitivity in Term Rewriting;Extending Context-Sensitivity in Term Rewriting;1,00;1,00;1,00
output\result\result-TUW-194660-xstream.xml;Extensions for Interaction Nets;Extensions for Interaction Nets;1,00;1,00;1,00
output\result\result-TUW-197422-xstream.xml;Understanding the Role and Value of Interaction: First Steps;Understanding the Role and Value of Interaction: First Steps;1,00;1,00;1,00
output\result\result-TUW-197852-xstream.xml;Position Paper: m2n—A Tool for Translating Models to Natural Language Descriptions;ECEASST Position Paper: m2n—A Tool for Translating Models Natural Language Descriptions;1,00;1,00;1,00
output\result\result-TUW-198400-xstream.xml;Model-driven Development Meets Security: An Evaluation of Current Approaches;Model-driven Development Meets An Evaluation of Current Approaches;1,00;1,00;1,00
output\result\result-TUW-198401-xstream.xml;A COMPARISON OF SECURITY SAFEGUARD SELECTION METHODS;A COMPARISON OF SAFEGUARD SELECTION METHODS;1,00;1,00;1,00
output\result\result-TUW-198405-xstream.xml;Multiobjective Decision Support for defining Secure Business Processes;Multiobjective Decision Support for defining Secure Business;1,00;1,00;1,00
output\result\result-TUW-198408-xstream.xml;Interaktive Entscheidungsunterstützung für die Auswahl von Software-Komponenten bei mehrfachen Zielsetzungen;Interaktive Entscheidungsunterstützung für die Auswahl Software-Komponenten bei mehrfachen Zielsetzungen;1,00;1,00;1,00
output\result\result-TUW-200745-xstream.xml;Ein Lösungsarchiv mit Branch-and-Bound-Erweiterung für das Generalized Minimum Spanning Tree Problem;Tabelle 4: Vergleich von “normalen” EA mit einem EA mit Nearest Neighbours Instanz EA EA+NN;,00;,00;,00
output\result\result-TUW-200748-xstream.xml;A Multilevel Refinement Approach to the Rooted Delay-Constrained Steiner Tree Problem;Erklärung zur Verfassung der Arbeit;,00;,00;,00
output\result\result-TUW-200948-xstream.xml;A Probabilistic Approach to Problems Parameterized Above or Below Tight Bounds;A Probabilistic Approach to Problems Parameterized Above or Below Tight Bounds;1,00;1,00;1,00
output\result\result-TUW-200950-xstream.xml;On the Complexity of Some Colorful Problems Parameterized by Treewidth;On the Complexity of Some Colorful by Treewidth;,00;,00;,00
output\result\result-TUW-200959-xstream.xml;DIGRAPH DECOMPOSITIONS AND MONOTONICITY IN DIGRAPH SEARCHING;IN;,00;,00;,00
output\result\result-TUW-201066-xstream.xml;A Multilevel Heuristic for the Rooted Delay-Constrained Minimum Spanning Tree Problem;A Multilevel Heuristic for the Rooted Delay-Constrained Minimum Spanning Tree Problem;1,00;1,00;1,00
output\result\result-TUW-201160-xstream.xml;Variable Neighborhood Search for Capacitated Connected Facility Location;Variable Neighborhood Search for Connected Facility Location;1,00;1,00;1,00
output\result\result-TUW-201167-xstream.xml;Using a Solution Archive to Enhance Metaheuristics for the Rooted Delay-Constrained Minimum Spanning Tree Problem;Using a Solution Archive to Metaheuristics for the Delay-Constrained Minimum Spanning Problem;,00;,00;,00
output\result\result-TUW-201821-xstream.xml;Advancing Multi-Context Systems by Inconsistency Management;Advancing Multi-Context Systems by;,00;,00;,00
output\result\result-TUW-202034-xstream.xml;Clustering Heuristics for the Hierarchical Ring Network Problem;Erklärung zur Verfassung der Arbeit;,00;,00;,00
output\result\result-TUW-202824-xstream.xml;Integration of Cloud Computing in The Public Sector: A Case Study in the Austrian Government;Integration of Cloud Computing in The Public Sector: A Case Study in Austrian Government;1,00;1,00;1,00
output\result\result-TUW-203409-xstream.xml;Fast JIT Code Generation for x86-64 with LLVM;Fast JIT Code Generation for x86-64 with LLVM;1,00;1,00;1,00
output\result\result-TUW-203924-xstream.xml;Towards an interoperable information infrastructure providing decision support for genomic medicine;Towards an interoperable information infrastructure providing decision support for genomic medicine;1,00;1,00;1,00
output\result\result-TUW-204724-xstream.xml;The author's software system for planning and selection of personnel in SME;The author’s software system for planning and selection of personnel in SME;1,00;1,00;1,00
output\result\result-TUW-205557-xstream.xml;An Evaluation of WCET Analysis using Symbolic Loop Bounds;An Evaluation of WCET Analysis using Symbolic Loop;1,00;1,00;1,00
output\result\result-TUW-205933-xstream.xml;EMERGENT INFORMATION SOME SYSTEM-THEORETICAL CONSIDERATIONS ABOUT AN INTEGRATIVE INFORMATION CONCEPT;IJ and IBS Sample Sheet 2011 EMERGENT INFORMATION SOME SYSTEM-THEORETICAL CONSIDERATIONS ABOUT AN INTEGRATIVE INFORMATION CONCEPT Wolfgang Hofkirchner Philosophy-of-information considerations can analyse information concepts according to four ways of;,00;,00;,00
output\result\result-TUW-213513-xstream.xml;Test Case Generation by Grammar-based Fuzzing for Model-driven Engineering;Test Case Generation by Grammar-based Fuzzing;,00;,00;,00
output\result\result-TUW-216744-xstream.xml;TOWARDS AN OPEN, TRUSTWORTHY AND MULTILINGUAL SEARCH ENGINE FOR MEDICAL PRACTITIONERS: NEWS FROM THE EUROPEAN KHRESMOI PROJECT;TOWARDS AN OPEN, TRUSTWORTHY MULTILINGUAL SEARCH ENGINE FOR PRACTITIONERS: NEWS FROM THE KHRESMOI PROJECT;1,00;1,00;1,00
output\result\result-TUW-217690-xstream.xml;Parallel Tracking and Mapping in Hofburg Festsaal;Analysis]: Object Recognition—Tracking;,00;,00;,00
output\result\result-TUW-217971-xstream.xml;A Compound Approach for Interactive Visualization of Time-Oriented Data;Terms: [Computing Methodologies]: Computer Graphics—Methodology and Techniques; H.5.m [Information Systems]: Information Interfaces And Presentation (e.g., HCI)— Miscellaneous AND OF THE;,00;,00;,00
output\result\result-TUW-221215-xstream.xml;Selective Graph Coloring Problem;Selective Graph Coloring Problem DIPLOMARBEIT zur Erlangung des akademischen Grades Diplom-Ingenieur im Rahmen des Studiums Computational Intelligence;,00;,00;,00
output\result\result-TUW-223906-xstream.xml;Unsupervised Clustering of Social Events;Unsupervised Clustering of Social Events;1,00;1,00;1,00
output\result\result-TUW-223973-xstream.xml;Identifying Condition-Action Sentences Using a Heuristic-based Information Extraction Method;Using a Heuristic-based Information Extraction Method;,00;,00;,00
output\result\result-TUW-225252-xstream.xml;Reconstructing Cross Cut Shredded Documents with a Genetic Algorithm with Solution Archive;Reconstructing Cross Cut Shredded Documents a Genetic Algorithm with Solution;1,00;1,00;1,00
output\result\result-TUW-226000-xstream.xml;A Comparison of User Description Languages Concerning Adaptability Based on User Preferences;A Comparison of User Description Languages Concerning Adaptability Based on User Preferences;1,00;1,00;1,00
output\result\result-TUW-226016-xstream.xml;An Evaluation of Symbol Elimination for Generating First-Order Loop Invariants;An Evaluation of Symbol Elimination for Generating First-Order Loop Invariants MASTER’S THESIS submitted in partial fulfillment of the requirements for the degree of Diplom-Ingenieurin in Computational Intelligence;,00;,00;,00
output\result\result-TUW-228620-xstream.xml;Security and privacy in business networking;Electron Markets DOI 10.1007/s12525-014-0158-6 PREFACE Security and privacy in business networking Wohlgemuth Sackmann;,00;,00;,00
output\result\result-TUW-231707-xstream.xml;Requirements on the Staff of an Application Oriented Research Organization;Requirements on the Staff of an Application Oriented Research Organization;1,00;1,00;1,00
output\result\result-TUW-233317-xstream.xml;QualityTrails: Data Quality Provenance as a Basis for Sensemaking;QualityTrails: Data Quality Provenance as a Basis for Sensemaking;1,00;1,00;1,00
output\result\result-TUW-233657-xstream.xml;Showing Important Facts to a Critical Audience by Means Beyond Desktop Computing;Showing Important Facts to a Critical Audience by Means Beyond Desktop Computing;1,00;1,00;1,00
output\result\result-TUW-236063-xstream.xml;Sensemaking and Cognitive Bias Mitigation in Visual Analytics;Sensemaking and Cognitive Bias Mitigation in Visual Analytics;1,00;1,00;1,00
output\result\result-TUW-236120-xstream.xml;Competence Orientation in Vocational Schools - the Case of Industrial Information Technology in Austria;Competence Orientation in Vocational Schools – the Case of Industrial Information Technology in Austria;1,00;1,00;1,00
output\result\result-TUW-237297-xstream.xml;e-Learning as a solution for transition from high school to university:Challenges and possible solutions;
International Conference on e-Learning’14 55
e-Learning as a solution for transition from high school
to university:Challenges and possible solutions
;,00;,00;,00
output\result\result-TUW-240858-xstream.xml;Chase Termination for Guarded Existential Rules;Chase Termination for Guarded Existential Rules;1,00;1,00;1,00
output\result\result-TUW-245336-xstream.xml;Inscribing Futures through Responsible Design by Responsible Designers;Inscribing Futures through Responsible Design by Responsible Designers;1,00;1,00;1,00
output\result\result-TUW-245799-xstream.xml;Basic Concepts in the Diagnosis of Traffic Safety In-stallations Using Fuzzy Logic Based Models;Basic Concepts in the Diagnosis of Traffic Safety Installations Using Fuzzy Logic Based Models;1,00;1,00;1,00
output\result\result-TUW-247301-xstream.xml;Polynomial Combined Rewritings for Linear Existential Rules and DL-Lite with n-ary Relations;Polynomial Combined Rewritings for Linear Existential Rules and DL-Lite with n-ary Relations;1,00;1,00;1,00
output\result\result-TUW-247741-xstream.xml;A FORMAL METHOD FOR SELECTING EVALUATION METRICS FOR IMAGE SEGMENTATION;A FORMAL METHOD FOR SELECTING EVALUATION METRICS FOR SEGMENTATION.;,00;,00;,00
output\result\result-TUW-247743-xstream.xml;Coloring of the Self-Organising Maps based on class labels;MASTERARBEIT Coloring of the Self-Organising Maps based on class labels ausgeführt am Institut für Softwaretechnik;,00;,00;,00
output\result\result-TUW-251544-xstream.xml;Informatisches Denken in der Primarstufe: die Wiener Zauberschule der Informatik (WIZIK);Informatisches Denken in der Primarstufe: die Wiener Zauberschule der Informatik (WIZIK);1,00;1,00;1,00
output\result\result-TUW-252847-xstream.xml;Retrieving Diverse Social Images at MediaEval 2016: Challenge, Dataset and Evaluation;Retrieving Diverse Social Images at MediaEval 2016: Challenge, Dataset and Evaluation;1,00;1,00;1,00
output\result\result-TUW-255712-xstream.xml;Intertranslatability of Abstract Argumentation Frameworks;Intertranslatability of Abstract Argumentation Frameworks;1,00;1,00;1,00
output\result\result-TUW-256654-xstream.xml;Sections;Sections;1,00;1,00;1,00
output\result\result-TUW-257397-xstream.xml;Unanticipated Context Awareness for Software Configuration Access using the getenv API;Unanticipated Context Awareness for Software Configuration Access using the getenv API;1,00;1,00;1,00
output\result\result-TUW-257870-xstream.xml;A Critical Incident from an AAL Project: Choosing the services to include;A Critical Incident from an AAL Choosing the services to include 1;1,00;1,00;1,00
